species_code,main_bird_id,sub_bird_id,order,family,genus,species_name,scientific_name,note
193,228,,チドリ目,シギ科,オオハシシギ属,アメリカオオハシシギ,Limnodromus griseus,
192,229,,チドリ目,シギ科,オオハシシギ属,オオハシシギ,Limnodromus scolopaceus,
191,230,,チドリ目,シギ科,オオハシシギ属,シベリアオオハシシギ,Limnodromus semipalmatus,
215,231,,チドリ目,シギ科,クサシギ属,ツルシギ,Tringa erythropus,
212,232,,チドリ目,シギ科,クサシギ属,アカアシシギ,Tringa totanus,
212,232,1,チドリ目,シギ科,クサシギ属,(亜種)アカアシシギ,,
213,233,,チドリ目,シギ科,クサシギ属,コアオアシシギ,Tringa stagnatilis,
216,234,,チドリ目,シギ科,クサシギ属,アオアシシギ,Tringa nebularia,
218,235,,チドリ目,シギ科,クサシギ属,オオキアシシギ,Tringa melanoleuca,
211,236,,チドリ目,シギ科,クサシギ属,コキアシシギ,Tringa flavipes,
217,237,,チドリ目,シギ科,クサシギ属,カラフトアオアシシギ,Tringa guttifer,
208,238,,チドリ目,シギ科,クサシギ属,クサシギ,Tringa ochropus,
220,239,,チドリ目,シギ科,クサシギ属,コシグロクサシギ,,
214,240,,チドリ目,シギ科,クサシギ属,タカブシギ,Tringa glareola,
209,241,,チドリ目,シギ科,クサシギ属,メリケンキアシシギ,Tringa incana,
210,242,,チドリ目,シギ科,クサシギ属,キアシシギ,Tringa brevipes,
206,243,,チドリ目,シギ科,イソシギ属,イソシギ,Actitis hypoleucos,
207,244,,チドリ目,シギ科,イソシギ属,アメリカイソシギ,Actitis macularius,
202,245,,チドリ目,シギ科,ソリハシシギ属,ソリハシシギ,Xenus cinereus,
165,246,,チドリ目,シギ科,オグロシギ属,オグロシギ,Limosa limosa,
165,246,1,チドリ目,シギ科,オグロシギ属,(亜種)オグロシギ,,
166,247,,チドリ目,シギ科,オグロシギ属,アメリカオグロシギ,Limosa haemastica,
164,248,,チドリ目,シギ科,オグロシギ属,オオソリハシシギ,Limosa lapponica,
164,248,1,チドリ目,シギ科,オグロシギ属,(亜種)コシジロオオソリハシシギ,,
164,248,2,チドリ目,シギ科,オグロシギ属,(亜種)オオソリハシシギ,,
163,249,,チドリ目,シギ科,ダイシャクシギ属,ダイシャクシギ,Numenius arquata,
163,249,1,チドリ目,シギ科,ダイシャクシギ属,(亜種)ダイシャクシギ,,
161,250,,チドリ目,シギ科,ダイシャクシギ属,ホウロクシギ,Numenius madagascariensis,第8版にない
221,251,,チドリ目,シギ科,ダイシャクシギ属,アメリカダイシャクシギ,,第8版にない
162,252,,チドリ目,シギ科,ダイシャクシギ属,シロハラチュウシャクシギ,Numenius tenuirostris,
159,253,,チドリ目,シギ科,ダイシャクシギ属,チュウシャクシギ,Numenius phaeopus,第8版にない
159,253,1,チドリ目,シギ科,ダイシャクシギ属,(亜種)チュウシャクシギ,,
158,254,,チドリ目,シギ科,ダイシャクシギ属,ハリモモチュウシャク,Numenius tahitiensis,
160,255,,チドリ目,シギ科,ダイシャクシギ属,コシャクシギ,Numenius minutus,
222,256,,チドリ目,シギ科,ダイシャクシギ属,マキバシギ,,
194,257,,チドリ目,シギ科,ヤマシギ属,ヤマシギ,Scolopax rusticola,
195,258,,チドリ目,シギ科,ヤマシギ属,アマミヤマシギ,Scolopax mira,
201,259,,チドリ目,シギ科,タシギ属,タシギ,Gallinago gallinago,
201,259,1,チドリ目,シギ科,タシギ属,(亜種)タシギ,,
199,260,,チドリ目,シギ科,タシギ属,ハリオシギ,Gallinago stenura,
200,261,,チドリ目,シギ科,タシギ属,チュウジシギ,Gallinago megala,
198,262,,チドリ目,シギ科,タシギ属,オオジシギ,Gallinago hardwickii,
197,263,,チドリ目,シギ科,タシギ属,アオシギ,Gallinago solitaria,
197,263,1,チドリ目,シギ科,タシギ属,(亜種)アオシギ,,
196,264,,チドリ目,シギ科,コシギ属,コシギ,Lymnocryptes minimus,
137,265,,チドリ目,セイタカシギ科,セイタカシギ属,セイタカシギ,Himantopus himantopus,
137,265,1,チドリ目,セイタカシギ科,セイタカシギ属,(亜種)セイタカシギ,,
137,265,2,チドリ目,セイタカシギ科,セイタカシギ属,(亜種)オーストラリアセイタカシギ,,
139,266,,チドリ目,セイタカシギ科,ソリハシセイタカシギ属,ソリハシセイタカシギ,Recurvirostra avosetta,
717,267,,チドリ目,セイタカシギ科,ソリハシセイタカシギ属,クロエリセイタカシギ,Himantopus mexicanus,第8版にない
205,268,,チドリ目,シギ科,ヒレアシシギ属,ハイイロヒレアシシギ,Phalaropus fulicarius,第8版にない
204,269,,チドリ目,シギ科,ヒレアシシギ属,アカエリヒレアシシギ,Phalaropus lobatus,
203,270,,チドリ目,シギ科,ヒレアシシギ属,アメリカヒレアシシギ,Steganopus tricolor,
223,271,,チドリ目,ツバメチドリ科,ツバメチドリ属,ツバメチドリ,Glareola maldivarum,
271,272,,チドリ目,トウゾクカモメ科,トウゾクカモメ属,オオトウゾクカモメ,Stercorarius maccormicki,第8版にない
272,273,,チドリ目,トウゾクカモメ科,トウゾクカモメ属,トウゾクカモメ,Stercorarius pomarinus,
273,274,,チドリ目,トウゾクカモメ科,トウゾクカモメ属,クロトウゾクカモメ,Stercorarius parasiticus,
274,275,,チドリ目,トウゾクカモメ科,トウゾクカモメ属,シロハラトウゾクカモメ,Stercorarius longicaudus,
242,276,,チドリ目,カモメ科,オオズグロカモメ属,オオズグロカモメ,Ichthyaetus ichthyaetus,
235,277,,チドリ目,カモメ科,ユリカモメ属,ユリカモメ,Chroicocephalus ridibundus,
232,278,,チドリ目,カモメ科,ユリカモメ属,ハシボソカモメ,Chroicocephalus genei,
248,279,,チドリ目,カモメ科,カモメ属,セグロカモメ,Larus vegae,
248,279,1,チドリ目,カモメ科,カモメ属,(亜種)セグロカモメ,,
248,279,2,チドリ目,カモメ科,カモメ属,(亜種)モンゴルセグロカモメ,,
249,280,,チドリ目,カモメ科,カモメ属,オオセグロカモメ,Larus schistisagus,
245,281,,チドリ目,カモメ科,カモメ属,ワシカモメ,Larus glaucescens,
246,282,,チドリ目,カモメ科,カモメ属,シロカモメ,Larus hyperboreus,
246,282,1,チドリ目,カモメ科,カモメ属,(亜種)シロカモメ,,
244,283,,チドリ目,カモメ科,カモメ属,カモメ,Larus canus,
244,283,1,チドリ目,カモメ科,カモメ属,(亜種)カモメ,,
243,284,,チドリ目,カモメ科,カモメ属,ウミネコ,Larus crassirostris,
236,285,,チドリ目,カモメ科,ズグロカモメ属,ズグロカモメ,Saundersilarus saundersi,
241,286,,チドリ目,カモメ科,オオズグロカモメ属,ゴビズキンカモメ,Ichthyaetus relictus,
231,287,,チドリ目,カモメ科,クビワカモメ属,クビワカモメ,Xema sabini,
228,288,,チドリ目,カモメ科,ミツユビカモメ属,ミツユビカモメ,Rissa tridactyla,
228,288,1,チドリ目,カモメ科,ミツユビカモメ属,(亜種)ミツユビカモメ,,
229,289,,チドリ目,カモメ科,ミツユビカモメ属,アカアシミツユビカモメ,Rissa brevirostris,
238,290,,チドリ目,カモメ科,ヒメクビワカモメ属,ヒメクビワカモメ,Rhodostethia rosea,
230,291,,チドリ目,カモメ科,ゾウゲカモメ属,ゾウゲカモメ,Pagophila eburnea,
269,292,,チドリ目,カモメ科,クロハラアジサシ属,ハジロクロハラアジサシ,Chlidonias leucopterus,
268,293,,チドリ目,カモメ科,クロハラアジサシ属,クロハラアジサシ,Chlidonias hybrida,
268,293,1,チドリ目,カモメ科,クロハラアジサシ属,(亜種)クロハラアジサシ,,
270,294,,チドリ目,カモメ科,クロハラアジサシ属,ハシグロクロハラアジサシ,Chlidonias niger,第8版にない
270,294,1,チドリ目,カモメ科,クロハラアジサシ属,(亜種)ハシグロクロハラアジサシ,,
255,295,,チドリ目,カモメ科,オニアジサシ属,オニアジサシ,Hydroprogne caspia,
255,295,1,チドリ目,カモメ科,オニアジサシ属,(亜種)オニアジサシ,,
256,296,,チドリ目,カモメ科,オオアジサシ属,オオアジサシ,Thalasseus bergii,
256,296,1,チドリ目,カモメ科,オオアジサシ属,(亜種)オオアジサシ,,
254,297,,チドリ目,カモメ科,ハシブトアジサシ属,ハシブトアジサシ,Gelochelidon nilotica,
254,297,1,チドリ目,カモメ科,ハシブトアジサシ属,(亜種)ハシブトアジサシ,,
266,298,,チドリ目,カモメ科,アジサシ属,アジサシ,Sterna hirundo,
266,298,1,チドリ目,カモメ科,アジサシ属,(亜種)アカアシアジサシ,,
266,298,2,チドリ目,カモメ科,アジサシ属,(亜種)アジサシ,,
264,299,,チドリ目,カモメ科,アジサシ属,ベニアジサシ,Sterna dougallii,
264,299,1,チドリ目,カモメ科,アジサシ属,(亜種)ベニアジサシ,,
265,300,,チドリ目,カモメ科,アジサシ属,エリグロアジサシ,Sterna sumatrana,
260,301,,チドリ目,カモメ科,セグロアジサシ属,コシジロアジサシ,Onychoprion aleuticus,
261,302,,チドリ目,カモメ科,セグロアジサシ属,ナンヨウマミジロアジサシ,Onychoprion lunatus,
262,303,,チドリ目,カモメ科,セグロアジサシ属,マミジロアジサシ,Onychoprion anaethetus,
262,303,1,チドリ目,カモメ科,セグロアジサシ属,(亜種)マミジロアジサシ,,
263,304,,チドリ目,カモメ科,セグロアジサシ属,セグロアジサシ,Onychoprion fuscatus,
263,304,1,チドリ目,カモメ科,セグロアジサシ属,(亜種)セグロアジサシ,,
258,305,,チドリ目,カモメ科,コアジサシ属,コアジサシ,Sternula albifrons,第8版にない
258,305,1,チドリ目,カモメ科,コアジサシ属,(亜種)コアジサシ,,第8版にない
226,306,,チドリ目,カモメ科,クロアジサシ属,ハイイロアジサシ,Anous ceruleus,
226,306,1,チドリ目,カモメ科,クロアジサシ属,(亜種)ハイイロアジサシ,,
224,307,,チドリ目,カモメ科,クロアジサシ属,クロアジサシ,Anous stolidus,
224,307,1,チドリ目,カモメ科,クロアジサシ属,(亜種)クロアジサシ,,
224,307,2,チドリ目,カモメ科,クロアジサシ属,(亜種)リュウキュウクロアジサシ,,
225,308,,チドリ目,カモメ科,クロアジサシ属,ヒメクロアジサシ,Anous minutus,
225,308,1,チドリ目,カモメ科,クロアジサシ属,(亜種)ヒメクロアジサシ,,
227,309,,チドリ目,カモメ科,シロアジサシ属,シロアジサシ,Gygis alba,
227,309,1,チドリ目,カモメ科,シロアジサシ属,(亜種)シロアジサシ,,
278,310,,チドリ目,ウミスズメ科,ウミガラス属,ウミガラス,Uria aalge,
278,310,1,チドリ目,ウミスズメ科,ウミガラス属,(亜種)ウミガラス,,
277,311,,チドリ目,ウミスズメ科,ウミガラス属,ハシブトウミガラス,Uria lomvia,第8版にない
277,311,1,チドリ目,ウミスズメ科,ウミガラス属,(亜種)ハシブトウミガラス,,
280,312,,チドリ目,ウミスズメ科,ウミバト属,ウミバト,Cepphus columba,
280,312,1,チドリ目,ウミスズメ科,ウミバト属,(亜種)ウミバト,,
280,312,2,チドリ目,ウミスズメ科,ウミバト属,(亜種)アリューシャンウミバト,,
281,313,,チドリ目,ウミスズメ科,ウミバト属,ケイマフリ,Cepphus carbo,
282,314,,チドリ目,ウミスズメ科,マダラウミスズメ属,マダラウミスズメ,Brachyramphus perdix,
282,314,1,チドリ目,ウミスズメ科,マダラウミスズメ属,(亜種)マダラウミスズメ,,
283,315,,チドリ目,ウミスズメ科,ウミスズメ属,ウミスズメ,Synthliboramphus antiquus,
284,316,,チドリ目,ウミスズメ科,ウミスズメ属,カンムリウミスズメ,Synthliboramphus wumizusume,
289,317,,チドリ目,ウミスズメ科,エトロフウミスズメ属,エトロフウミスズメ,Aethia cristatella,
288,318,,チドリ目,ウミスズメ科,エトロフウミスズメ属,シラヒゲウミスズメ,Aethia pygmaea,
287,319,,チドリ目,ウミスズメ科,エトロフウミスズメ属,コウミスズメ,Aethia pusilla,
286,320,,チドリ目,ウミスズメ科,エトロフウミスズメ属,ウミオウム,Aethia psittacula,第8版にない
290,321,,チドリ目,ウミスズメ科,ウトウ属,ウトウ,Cerorhinca monocerata,
291,322,,チドリ目,ウミスズメ科,ツノメドリ属,ツノメドリ,Fratercula corniculata,
292,323,,チドリ目,ウミスズメ科,ツノメドリ属,エトピリカ,Fratercula cirrhata,
93,324,,サケイ目,サケイ科,サケイ属,サケイ,Syrrhaptes paradoxus,
95,325,,ハト目,ハト科,カワラバト属,カラスバト,Columba janthina,
95,325,1,ハト目,ハト科,カワラバト属,(亜種)カラスバト,,
95,325,2,ハト目,ハト科,カワラバト属,(亜種)アカガシラカラスバト,,第8版にない
95,325,3,ハト目,ハト科,カワラバト属,(亜種)ヨナクニカラスバト,,
97,326,,ハト目,ハト科,カワラバト属,リュウキュウカラスバト,Columba jouyi,
96,327,,ハト目,ハト科,カワラバト属,オガサワラカラスバト,Columba versicolor,
99,328,,ハト目,ハト科,キジバト属,シラコバト,Streptopelia decaocto,
99,328,1,ハト目,ハト科,キジバト属,(亜種)シラコバト,,
100,329,,ハト目,ハト科,キジバト属,ベニバト,Streptopelia tranquebarica,
100,329,1,ハト目,ハト科,キジバト属,(亜種)ベニバト,,
98,330,,ハト目,ハト科,キジバト属,キジバト,Streptopelia orientalis,
98,330,1,ハト目,ハト科,キジバト属,(亜種)キジバト,,第8版にない
98,330,2,ハト目,ハト科,キジバト属,(亜種)リュウキュウキジバト,,第8版にない
101,331,,ハト目,ハト科,キンバト属,キンバト,Chalcophaps indica,
101,331,1,ハト目,ハト科,キンバト属,(亜種)キンバト,,
102,332,,ハト目,ハト科,アオバト属,アオバト,Treron sieboldii,
102,332,1,ハト目,ハト科,アオバト属,(亜種)アオバト,,
103,333,,ハト目,ハト科,アオバト属,ズアカアオバト,Treron formosae,第8版にない
103,333,1,ハト目,ハト科,アオバト属,(亜種)ズアカアオバト,,
103,333,2,ハト目,ハト科,アオバト属,(亜種)チュウダイズアカアオバト,,
87,334,,カッコウ目,カッコウ科,ジュウイチ属,ジュウイチ,Hierococcyx hyperythrus,
87,334,1,カッコウ目,カッコウ科,ジュウイチ属,(亜種)ジュウイチ,,
89,335,,カッコウ目,カッコウ科,カッコウ属,セグロカッコウ,Cuculus micropterus,第8版にない
89,335,1,カッコウ目,カッコウ科,カッコウ属,(亜種)セグロカッコウ,,第8版にない
92,336,,カッコウ目,カッコウ科,カッコウ属,カッコウ,Cuculus canorus,第8版にない
92,336,1,カッコウ目,カッコウ科,カッコウ属,(亜種)カッコウ,,第8版ではヤナギムシクイであるため将来統合する
91,337,,カッコウ目,カッコウ科,カッコウ属,ツツドリ,Cuculus optatus,
91,337,1,カッコウ目,カッコウ科,カッコウ属,(亜種)ツツドリ,,
88,338,,カッコウ目,カッコウ科,カッコウ属,ホトトギス,Cuculus poliocephalus,
88,338,1,カッコウ目,カッコウ科,カッコウ属,(亜種)ホトトギス,,
81,339,,カッコウ目,カッコウ科,カンムリカッコウ属,カンムリカッコウ,Clamator coromandus,
413,340,,フクロウ目,フクロウ科,ワシミミズク属,シロフクロウ,Bubo scandiacus,
414,341,,フクロウ目,フクロウ科,ワシミミズク属,ワシミミズク,Bubo bubo,
414,341,1,フクロウ目,フクロウ科,ワシミミズク属,(亜種)タイリクワシミミズク,,
414,341,2,フクロウ目,フクロウ科,ワシミミズク属,(亜種)ワシミミズク,,
415,342,,フクロウ目,フクロウ科,シマフクロウ属,シマフクロウ,Ketupa blakistoni,第8版にない
415,342,1,フクロウ目,フクロウ科,シマフクロウ属,(亜種)シマフクロウ,,
411,343,,フクロウ目,フクロウ科,トラフズク属,トラフズク,Asio otus,
411,343,1,フクロウ目,フクロウ科,トラフズク属,(亜種)トラフズク,,
412,344,,フクロウ目,フクロウ科,トラフズク属,コミミズク,Asio flammeus,
412,344,1,フクロウ目,フクロウ科,トラフズク属,(亜種)コミミズク,,
408,345,,フクロウ目,フクロウ科,コノハズク属,コノハズク,Otus sunia,
408,345,1,フクロウ目,フクロウ科,コノハズク属,(亜種)コノハズク,,
409,346,,フクロウ目,フクロウ科,コノハズク属,リュウキュウコノハズク,Otus elegans,
409,346,1,フクロウ目,フクロウ科,コノハズク属,(亜種)ダイトウコノハズク,,
409,346,2,フクロウ目,フクロウ科,コノハズク属,(亜種)リュウキュウコノハズク,,第8版にない
410,347,,フクロウ目,フクロウ科,コノハズク属,オオコノハズク,Otus semitorques,第8版ではヤブヨシキリであるため将来統合する
410,347,1,フクロウ目,フクロウ科,コノハズク属,(亜種)サメイロオオコノハズク,,第8版にない
410,347,2,フクロウ目,フクロウ科,コノハズク属,(亜種)オオコノハズク,,
410,347,3,フクロウ目,フクロウ科,コノハズク属,(亜種)リュウキュウオオコノハズク,,
407,348,,フクロウ目,フクロウ科,キンメフクロウ属,キンメフクロウ,Aegolius funereus,
407,348,1,フクロウ目,フクロウ科,キンメフクロウ属,(亜種)キンメフクロウ,,
406,349,,フクロウ目,フクロウ科,アオバズク属,アオバズク,Ninox japonica,
406,349,1,フクロウ目,フクロウ科,アオバズク属,(亜種)チョウセンアオバズク,,
406,349,2,フクロウ目,フクロウ科,アオバズク属,(亜種)アオバズク,,
406,349,3,フクロウ目,フクロウ科,アオバズク属,(亜種)リュウキュウアオバズク,,
416,350,,フクロウ目,フクロウ科,フクロウ属,フクロウ,Strix uralensis,
416,350,1,フクロウ目,フクロウ科,フクロウ属,(亜種)エゾフクロウ,,
416,350,2,フクロウ目,フクロウ科,フクロウ属,(亜種)フクロウ,,
416,350,3,フクロウ目,フクロウ科,フクロウ属,(亜種)モミヤマフクロウ,,
416,350,4,フクロウ目,フクロウ科,フクロウ属,(亜種)キュウシュウフクロウ,,
72,351,,ヨタカ目,ヨタカ科,ヨタカ属,ヨタカ,Caprimulgus jotaka,
72,351,1,ヨタカ目,ヨタカ科,ヨタカ属,(亜種)ヨタカ,,
73,352,,アマツバメ目,アマツバメ科,ハリオアマツバメ属,ハリオアマツバメ,Hirundapus caudacutus,
73,352,1,アマツバメ目,アマツバメ科,ハリオアマツバメ属,(亜種)ハリオアマツバメ,,
76,353,,アマツバメ目,アマツバメ科,アマツバメ属,ヒメアマツバメ,Apus nipalensis,
76,353,1,アマツバメ目,アマツバメ科,アマツバメ属,(亜種)ヒメアマツバメ,,
75,354,,アマツバメ目,アマツバメ科,アマツバメ属,アマツバメ,Apus pacificus,
75,354,1,アマツバメ目,アマツバメ科,アマツバメ属,(亜種)キタアマツバメ,,第8版にない
75,354,2,アマツバメ目,アマツバメ科,アマツバメ属,(亜種)アマツバメ,,
428,355,,ブッポウソウ目,カワセミ科,ヤマセミ属,ヤマセミ,Megaceryle lugubris,
428,355,1,ブッポウソウ目,カワセミ科,ヤマセミ属,(亜種)エゾヤマセミ,,
428,355,2,ブッポウソウ目,カワセミ科,ヤマセミ属,(亜種)ヤマセミ,,
423,356,,ブッポウソウ目,カワセミ科,アカショウビン属,ヤマショウビン,Halcyon pileata,
421,357,,ブッポウソウ目,カワセミ科,アカショウビン属,アカショウビン,Halcyon coromanda,
421,357,1,ブッポウソウ目,カワセミ科,アカショウビン属,(亜種)アカショウビン,,
421,357,2,ブッポウソウ目,カワセミ科,アカショウビン属,(亜種)リュウキュウアカショウビン,,
425,358,,ブッポウソウ目,カワセミ科,ナンヨウショウビン属,ミヤコショウビン,Todiramphus miyakoensis,
425,358,1,ブッポウソウ目,カワセミ科,ナンヨウショウビン属,(亜種)ミヤコショウビン,,
424,359,,ブッポウソウ目,カワセミ科,ナンヨウショウビン属,ナンヨウショウビン,Todiramphus chloris,
424,359,1,ブッポウソウ目,カワセミ科,ナンヨウショウビン属,(亜種)ナンヨウショウビン,,
426,360,,ブッポウソウ目,カワセミ科,カワセミ属,カワセミ,Alcedo atthis,
426,360,1,ブッポウソウ目,カワセミ科,カワセミ属,(亜種)カワセミ,,
430,361,,ブッポウソウ目,ハチクイ科,ハチクイ属,ハチクイ,Merops ornatus,
420,362,,ブッポウソウ目,ブッポウソウ科,ブッポウソウ属,ブッポウソウ,Eurystomus orientalis,
420,362,1,ブッポウソウ目,ブッポウソウ科,ブッポウソウ属,(亜種)ブッポウソウ,,
419,363,,サイチョウ目,ヤツガシラ科,ヤツガシラ属,ヤツガシラ,Upupa epops,
419,363,1,サイチョウ目,ヤツガシラ科,ヤツガシラ属,(亜種)ヤツガシラ,,
431,364,,キツツキ目,キツツキ科,アリスイ属,アリスイ,Jynx torquilla,
431,364,1,キツツキ目,キツツキ科,アリスイ属,(亜種)シベリアアリスイ,,
431,364,2,キツツキ目,キツツキ科,アリスイ属,(亜種)アリスイ,,
441,365,,キツツキ目,キツツキ科,アオゲラ属,アオゲラ,Picus awokera,
441,365,1,キツツキ目,キツツキ科,アオゲラ属,(亜種)アオゲラ,,
441,365,2,キツツキ目,キツツキ科,アオゲラ属,(亜種)カゴシマアオゲラ,,
441,365,3,キツツキ目,キツツキ科,アオゲラ属,(亜種)タネアオゲラ,,
442,366,,キツツキ目,キツツキ科,アオゲラ属,ヤマゲラ,Picus canus,
442,366,1,キツツキ目,キツツキ科,アオゲラ属,(亜種)ヤマゲラ,,
437,367,,キツツキ目,キツツキ科,アカゲラ属,ノグチゲラ,Dendrocopos noguchii,
440,368,,キツツキ目,キツツキ科,クマゲラ属,クマゲラ,Dryocopus martius,
440,368,1,キツツキ目,キツツキ科,クマゲラ属,(亜種)クマゲラ,,第8版にない
439,369,,キツツキ目,キツツキ科,クマゲラ属,キタタキ,Dryocopus javensis,第8版にない
439,369,1,キツツキ目,キツツキ科,クマゲラ属,(亜種)キタタキ,,
436,370,,キツツキ目,キツツキ科,アカゲラ属,アカゲラ,Dendrocopos major,
436,370,1,キツツキ目,キツツキ科,アカゲラ属,(亜種)ハシブトアカゲラ,,
436,370,2,キツツキ目,キツツキ科,アカゲラ属,(亜種)エゾアカゲラ,,
436,370,3,キツツキ目,キツツキ科,アカゲラ属,(亜種)アカゲラ,,
438,371,,キツツキ目,キツツキ科,アカゲラ属,オオアカゲラ,Dendrocopos leucotos,
438,371,1,キツツキ目,キツツキ科,アカゲラ属,(亜種)エゾオオアカゲラ,,
438,371,2,キツツキ目,キツツキ科,アカゲラ属,(亜種)オオアカゲラ,,
438,371,3,キツツキ目,キツツキ科,アカゲラ属,(亜種)ナミエオオアカゲラ,,
438,371,4,キツツキ目,キツツキ科,アカゲラ属,(亜種)オーストンオオアカゲラ,,第8版にない
434,372,,キツツキ目,キツツキ科,コアカゲラ属,コアカゲラ,Dryobates minor,
434,372,1,キツツキ目,キツツキ科,コアカゲラ属,(亜種)コアカゲラ,,
432,373,,キツツキ目,キツツキ科,コゲラ属,コゲラ,Yungipicus kizuki,
432,373,1,キツツキ目,キツツキ科,コゲラ属,(亜種)エゾコゲラ,,
432,373,2,キツツキ目,キツツキ科,コゲラ属,(亜種)コゲラ,,
432,373,3,キツツキ目,キツツキ科,コゲラ属,(亜種)ミヤケコゲラ,,
432,373,4,キツツキ目,キツツキ科,コゲラ属,(亜種)シコクコゲラ,,
432,373,5,キツツキ目,キツツキ科,コゲラ属,(亜種)ツシマコゲラ,,
432,373,6,キツツキ目,キツツキ科,コゲラ属,(亜種)キュウシュウコゲラ,,
432,373,7,キツツキ目,キツツキ科,コゲラ属,(亜種)アマミコゲラ,,
432,373,8,キツツキ目,キツツキ科,コゲラ属,(亜種)リュウキュウコゲラ,,
432,373,9,キツツキ目,キツツキ科,コゲラ属,(亜種)オリイコゲラ,,
433,374,,キツツキ目,キツツキ科,ミユビゲラ属,ミユビゲラ,Picoides tridactylus,
433,374,1,キツツキ目,キツツキ科,ミユビゲラ属,(亜種)ミユビゲラ,,
452,375,,スズメ目,ヤイロチョウ科,ヤイロチョウ属,ヤイロチョウ,Pitta nympha,
452,375,1,スズメ目,ヤイロチョウ科,ヤイロチョウ属,(亜種)ヤイロチョウ,,
451,376,,スズメ目,ヤイロチョウ科,ヤイロチョウ属,ズグロヤイロチョウ,Pitta sordida,
451,376,1,スズメ目,ヤイロチョウ科,ヤイロチョウ属,(亜種)ズグロヤイロチョウ,,
500,377,,スズメ目,ヒバリ科,コウテンシ属,クビワコウテンシ,Melanocorypha bimaculata,
500,377,1,スズメ目,ヒバリ科,コウテンシ属,(亜種)クビワコウテンシ,,
499,378,,スズメ目,ヒバリ科,ヒメコウテンシ属,ヒメコウテンシ,Calandrella brachydactyla,
499,378,1,スズメ目,ヒバリ科,ヒメコウテンシ属,(亜種)ヒメコウテンシ,,
502,379,,スズメ目,ヒバリ科,コヒバリ属,コヒバリ,Alaudala cheleensis,
502,379,1,スズメ目,ヒバリ科,コヒバリ属,(亜種)コヒバリ,,
497,380,,スズメ目,ヒバリ科,ヒバリ属,ヒバリ,Alauda arvensis,
497,380,1,スズメ目,ヒバリ科,ヒバリ属,(亜種)オオヒバリ,,
497,380,2,スズメ目,ヒバリ科,ヒバリ属,(亜種)カラフトチュウヒバリ,,
497,380,3,スズメ目,ヒバリ科,ヒバリ属,(亜種)ヒバリ,,
498,381,,スズメ目,ヒバリ科,ハマヒバリ属,ハマヒバリ,Eremophila alpestris,
506,382,,スズメ目,ツバメ科,ショウドウツバメ属,ショウドウツバメ,Riparia riparia,
506,382,1,スズメ目,ツバメ科,ショウドウツバメ属,(亜種)ショウドウツバメ,,
509,383,,スズメ目,ツバメ科,ツバメ属,ツバメ,Hirundo rustica,
509,383,1,スズメ目,ツバメ科,ツバメ属,(亜種)アカハラツバメ,,
509,383,2,スズメ目,ツバメ科,ツバメ属,(亜種)ツバメ,,
508,384,,スズメ目,ツバメ科,ツバメ属,リュウキュウツバメ,Hirundo tahitica,
508,384,1,スズメ目,ツバメ科,ツバメ属,(亜種)リュウキュウツバメ,,
511,385,,スズメ目,ツバメ科,コシアカツバメ属,コシアカツバメ,Cecropis daurica,
511,385,1,スズメ目,ツバメ科,コシアカツバメ属,(亜種)コシアカツバメ,,
510,386,,スズメ目,ツバメ科,イワツバメ属,イワツバメ,Delichon dasypus,
510,386,1,スズメ目,ツバメ科,イワツバメ属,(亜種)イワツバメ,,
643,387,,スズメ目,セキレイ科,イワミセキレイ属,イワミセキレイ,Dendronanthus indicus,
645,388,,スズメ目,セキレイ科,セキレイ属,ツメナガセキレイ,Motacilla tschutschensis,
645,388,1,スズメ目,セキレイ科,セキレイ属,(亜種)マミジロツメナガセキレイ,,
645,388,2,スズメ目,セキレイ科,セキレイ属,(亜種)ツメナガセキレイ,,
645,388,3,スズメ目,セキレイ科,セキレイ属,(亜種)キタツメナガセキレイ,,
646,389,,スズメ目,セキレイ科,セキレイ属,キガシラセキレイ,Motacilla citreola,
646,389,1,スズメ目,セキレイ科,セキレイ属,(亜種)キガシラセキレイ,,
647,390,,スズメ目,セキレイ科,セキレイ属,キセキレイ,Motacilla cinerea,第8版にない
647,390,1,スズメ目,セキレイ科,セキレイ属,(亜種)キセキレイ,,
648,391,,スズメ目,セキレイ科,セキレイ属,ハクセキレイ,Motacilla alba,
648,391,1,スズメ目,セキレイ科,セキレイ属,(亜種)タイワンハクセキレイ,,
648,391,2,スズメ目,セキレイ科,セキレイ属,(亜種)ハクセキレイ,,
648,391,3,スズメ目,セキレイ科,セキレイ属,(亜種)ホオジロハクセキレイ,,
648,391,4,スズメ目,セキレイ科,セキレイ属,(亜種)ニシシベリアハクセキレイ,,
648,391,5,スズメ目,セキレイ科,セキレイ属,(亜種)メンガタハクセキレイ,,
648,391,6,スズメ目,セキレイ科,セキレイ属,(亜種)ネパールハクセキレイ,,
648,391,7,スズメ目,セキレイ科,セキレイ属,(亜種)シベリアハクセキレイ,,
649,392,,スズメ目,セキレイ科,セキレイ属,セグロセキレイ,Motacilla grandis,
650,393,,スズメ目,セキレイ科,タヒバリ属,マミジロタヒバリ,Anthus richardi,
650,393,1,スズメ目,セキレイ科,タヒバリ属,(亜種)マミジロタヒバリ,,
651,394,,スズメ目,セキレイ科,タヒバリ属,コマミジロタヒバリ,Anthus godlewskii,
