species_code,main_bird_id,sub_bird_id,order,family,genus,species_name,scientific_name,note
651,394,1,スズメ目,セキレイ科,タヒバリ属,(亜種)コマミジロタヒバリ,,
653,395,,スズメ目,セキレイ科,タヒバリ属,ヨーロッパビンズイ,Anthus trivialis,
653,395,1,スズメ目,セキレイ科,タヒバリ属,(亜種)ヨーロッパビンズイ,,
654,396,,スズメ目,セキレイ科,タヒバリ属,ビンズイ,Anthus hodgsoni,
654,396,1,スズメ目,セキレイ科,タヒバリ属,(亜種)ビンズイ,,
654,396,2,スズメ目,セキレイ科,タヒバリ属,(亜種)カラフトビンズイ,,第8版にない
655,397,,スズメ目,セキレイ科,タヒバリ属,セジロタヒバリ,Anthus gustavi,
655,397,1,スズメ目,セキレイ科,タヒバリ属,(亜種)セジロタヒバリ,,
657,398,,スズメ目,セキレイ科,タヒバリ属,ムネアカタヒバリ,Anthus cervinus,
658,399,,スズメ目,セキレイ科,タヒバリ属,タヒバリ,Anthus rubescens,
658,399,1,スズメ目,セキレイ科,タヒバリ属,(亜種)タヒバリ,,
456,400,,スズメ目,サンショウクイ科,アサクラサンショウクイ属,アサクラサンショウクイ,Lalage melaschistos,
456,400,1,スズメ目,サンショウクイ科,アサクラサンショウクイ属,(亜種)アサクラサンショウクイ,,
454,401,,スズメ目,サンショウクイ科,サンショウクイ属,サンショウクイ,Pericrocotus divaricatus,
454,401,1,スズメ目,サンショウクイ科,サンショウクイ属,(亜種)サンショウクイ,,
505,402,,スズメ目,ヒヨドリ科,シロガシラ属,シロガシラ,Pycnonotus sinensis,
505,402,1,スズメ目,ヒヨドリ科,シロガシラ属,(亜種)シロガシラ,,
505,402,2,スズメ目,ヒヨドリ科,シロガシラ属,(亜種)タイワンシロガシラ,,
504,403,,スズメ目,ヒヨドリ科,ヒヨドリ属,ヒヨドリ,Hypsipetes amaurotis,
504,403,1,スズメ目,ヒヨドリ科,ヒヨドリ属,(亜種)ヒヨドリ,,
504,403,2,スズメ目,ヒヨドリ科,ヒヨドリ属,(亜種)オガサワラヒヨドリ,,
504,403,3,スズメ目,ヒヨドリ科,ヒヨドリ属,(亜種)ハシブトヒヨドリ,,
504,403,4,スズメ目,ヒヨドリ科,ヒヨドリ属,(亜種)ダイトウヒヨドリ,,
504,403,5,スズメ目,ヒヨドリ科,ヒヨドリ属,(亜種)アマミヒヨドリ,,
504,403,6,スズメ目,ヒヨドリ科,ヒヨドリ属,(亜種)リュウキュウヒヨドリ,,第8版にない
504,403,7,スズメ目,ヒヨドリ科,ヒヨドリ属,(亜種)イシガキヒヨドリ,,
504,403,8,スズメ目,ヒヨドリ科,ヒヨドリ属,(亜種)タイワンヒヨドリ,,
465,404,,スズメ目,モズ科,モズ属,チゴモズ,Lanius tigrinus,
468,405,,スズメ目,モズ科,モズ属,モズ,Lanius bucephalus,
468,405,1,スズメ目,モズ科,モズ属,(亜種)モズ,,
467,406,,スズメ目,モズ科,モズ属,アカモズ,Lanius cristatus,
467,406,1,スズメ目,モズ科,モズ属,(亜種)シマアカモズ,,
467,406,2,スズメ目,モズ科,モズ属,(亜種)アカモズ,,
469,407,,スズメ目,モズ科,モズ属,タカサゴモズ,Lanius schach,
469,407,1,スズメ目,モズ科,モズ属,(亜種)タカサゴモズ,,
464,408,,スズメ目,モズ科,モズ属,オオモズ,Lanius borealis,
464,408,1,スズメ目,モズ科,モズ属,(亜種)シベリアオオモズ,,第8版追加
464,408,2,スズメ目,モズ科,モズ属,(亜種)オオモズ,,
463,409,,スズメ目,モズ科,モズ属,オオカラモズ,Lanius sphenocercus,
463,409,1,スズメ目,モズ科,モズ属,(亜種)オオカラモズ,,
484,410,,スズメ目,レンジャク科,レンジャク属,キレンジャク,Bombycilla garrulus,
484,410,1,スズメ目,レンジャク科,レンジャク属,(亜種)キレンジャク,,
485,411,,スズメ目,レンジャク科,レンジャク属,ヒレンジャク,Bombycilla japonica,
636,412,,スズメ目,カワガラス科,カワガラス属,カワガラス,Cinclus pallasii,
636,412,1,スズメ目,カワガラス科,カワガラス属,(亜種)カワガラス,,
562,413,,スズメ目,ミソサザイ科,ミソサザイ属,ミソサザイ,Troglodytes troglodytes,
562,413,1,スズメ目,ミソサザイ科,ミソサザイ属,(亜種)ミソサザイ,,
562,413,2,スズメ目,ミソサザイ科,ミソサザイ属,(亜種)モスケミソサザイ,,
562,413,3,スズメ目,ミソサザイ科,ミソサザイ属,(亜種)オガワミソサザイ,,
562,413,4,スズメ目,ミソサザイ科,ミソサザイ属,(亜種)ダイトウミソサザイ,,
640,414,,スズメ目,イワヒバリ科,カヤクグリ属,イワヒバリ,Prunella collaris,
640,414,1,スズメ目,イワヒバリ科,カヤクグリ属,(亜種)イワヒバリ,,
641,415,,スズメ目,イワヒバリ科,カヤクグリ属,ヤマヒバリ,Prunella montanella,
642,416,,スズメ目,イワヒバリ科,カヤクグリ属,カヤクグリ,Prunella rubida,
607,417,,スズメ目,ヒタキ科,コマドリ属,コマドリ,Larvivora akahige,
607,417,1,スズメ目,ヒタキ科,コマドリ属,(亜種)コマドリ,,
607,417,2,スズメ目,ヒタキ科,コマドリ属,(亜種)タネコマドリ,,
608,418,,スズメ目,ヒタキ科,コマドリ属,アカヒゲ,Larvivora komadori,
608,418,1,スズメ目,ヒタキ科,コマドリ属,(亜種)アカヒゲ,,
608,418,3,スズメ目,ヒタキ科,コマドリ属,(亜種)ウスアカヒゲ,,
610,419,,スズメ目,ヒタキ科,コマドリ属,シマゴマ,Larvivora sibilans,
605,420,,スズメ目,ヒタキ科,ノゴマ属,ノゴマ,Calliope calliope,
604,421,,スズメ目,ヒタキ科,オガワコマドリ属,オガワコマドリ,Luscinia svecica,
604,421,1,スズメ目,ヒタキ科,オガワコマドリ属,(亜種)オガワコマドリ,,
606,422,,スズメ目,ヒタキ科,コマドリ属,コルリ,Larvivora cyane,
619,423,,スズメ目,ヒタキ科,ルリビタキ属,ルリビタキ,Tarsiger cyanurus,
619,423,1,スズメ目,ヒタキ科,ルリビタキ属,(亜種)ルリビタキ,,
622,424,,スズメ目,ヒタキ科,ジョウビタキ属,クロジョウビタキ,Phoenicurus ochruros,
622,424,1,スズメ目,ヒタキ科,ジョウビタキ属,(亜種)クロジョウビタキ,,
624,425,,スズメ目,ヒタキ科,ジョウビタキ属,ジョウビタキ,Phoenicurus auroreus,
624,425,1,スズメ目,ヒタキ科,ジョウビタキ属,(亜種)ジョウビタキ,,
631,426,,スズメ目,ヒタキ科,ノビタキ属,ノビタキ,Saxicola stejnegeri,
631,426,1,スズメ目,ヒタキ科,ノビタキ属,(亜種)ノビタキ,,
628,427,,スズメ目,ヒタキ科,ノビタキ属,ヤマザキヒタキ,Saxicola ferreus,
628,427,1,スズメ目,ヒタキ科,ノビタキ属,(亜種)ヤマザキヒタキ,,第8版にない
633,428,,スズメ目,ヒタキ科,サバクヒタキ属,イナバヒタキ,Oenanthe isabellina,第8版にない
632,429,,スズメ目,ヒタキ科,サバクヒタキ属,ハシグロヒタキ,Oenanthe oenanthe,第8版にない
632,429,1,スズメ目,ヒタキ科,サバクヒタキ属,(亜種)ハシグロヒタキ,,第8版にない
635,430,,スズメ目,ヒタキ科,サバクヒタキ属,セグロサバクヒタキ,Oenanthe pleschanka,第8版にない
635,430,1,スズメ目,ヒタキ科,サバクヒタキ属,(亜種)セグロサバクヒタキ,,第8版にない
634,431,,スズメ目,ヒタキ科,サバクヒタキ属,サバクヒタキ,Oenanthe deserti,第8版にない
634,431,1,スズメ目,ヒタキ科,サバクヒタキ属,(亜種)サバクヒタキ,,第8版にない
627,432,,スズメ目,ヒタキ科,イソヒヨドリ属,イソヒヨドリ,Monticola solitarius,第8版にない
627,432,1,スズメ目,ヒタキ科,イソヒヨドリ属,(亜種)イソヒヨドリ,,第8版にない
627,432,2,スズメ目,ヒタキ科,イソヒヨドリ属,(亜種)アオハライソヒヨドリ,,第8版にない
625,433,,スズメ目,ヒタキ科,イソヒヨドリ属,ヒメイソヒヨ,Monticola gularis,第8版にない
574,434,,スズメ目,ツグミ科,トラツグミ属,トラツグミ,Zoothera aurea,第8版にない
574,434,1,スズメ目,ツグミ科,トラツグミ属,(亜種)トラツグミ,,
576,435,,スズメ目,ツグミ科,オガサワラガビチョウ属,オガサワラガビチョウ,Cichlopasser terrestris,
577,436,,スズメ目,ツグミ科,マミジロ属,マミジロ,Geokichla sibirica,
577,436,1,スズメ目,ツグミ科,マミジロ属,(亜種)マミジロ,,
584,437,,スズメ目,ツグミ科,ツグミ属,カラアカハラ,Turdus hortulorum,
583,438,,スズメ目,ツグミ科,ツグミ属,クロツグミ,Turdus cardis,
581,439,,スズメ目,ツグミ科,ツグミ属,クロウタドリ,Turdus mandarinus,
581,439,1,スズメ目,ツグミ科,ツグミ属,(亜種)クロウタドリ,,
587,440,,スズメ目,ツグミ科,ツグミ属,アカハラ,Turdus chrysolaus,
587,440,1,スズメ目,ツグミ科,ツグミ属,(亜種)オオアカハラ,,
587,440,2,スズメ目,ツグミ科,ツグミ属,(亜種)アカハラ,,
588,441,,スズメ目,ツグミ科,ツグミ属,アカコッコ,Turdus celaenops,
586,442,,スズメ目,ツグミ科,ツグミ属,シロハラ,Turdus pallidus,
585,443,,スズメ目,ツグミ科,ツグミ属,マミチャジナイ,Turdus obscurus,
590,444,,スズメ目,ツグミ科,ツグミ属,ノドグロツグミ,Turdus atrogularis,
590,444,1,スズメ目,ツグミ科,ツグミ属,(亜種)ノドグロツグミ,,
590,444,2,スズメ目,ツグミ科,ツグミ属,(亜種)ノドアカツグミ,,
591,445,,スズメ目,ツグミ科,ツグミ属,ツグミ,Turdus eunomus,
591,445,1,スズメ目,ツグミ科,ツグミ属,(亜種)ツグミ,,
589,446,,スズメ目,ツグミ科,ツグミ属,ノハラツグミ,Turdus pilaris,
582,447,,スズメ目,ツグミ科,ツグミ属,ワキアカツグミ,Turdus iliacus,
582,447,1,スズメ目,ツグミ科,ツグミ属,(亜種)ワキアカツグミ,,
495,448,,スズメ目,ヒゲガラ科,ヒゲガラ属,ヒゲガラ,Panurus biarmicus,
516,449,,スズメ目,ウグイス科,ヤブサメ属,ヤブサメ,Urosphena squameiceps,
514,450,,スズメ目,ウグイス科,ウグイス属,ウグイス,Horornis diphone,
514,450,1,スズメ目,ウグイス科,ウグイス属,(亜種)カラフトウグイス,,
514,450,2,スズメ目,ウグイス科,ウグイス属,(亜種)ウグイス,,
514,450,3,スズメ目,ウグイス科,ウグイス属,(亜種)ハシナガウグイス,,
514,450,4,スズメ目,ウグイス科,ウグイス属,(亜種)ダイトウウグイス,,
514,450,5,スズメ目,ウグイス科,ウグイス属,(亜種)リュウキュウウグイス,,
551,451,,スズメ目,センニュウ科,センニュウ属,オオセッカ,Locustella pryeri,
551,451,1,スズメ目,センニュウ科,センニュウ属,(亜種)オオセッカ,,
550,452,,スズメ目,センニュウ科,センニュウ属,エゾセンニュウ,Locustella amnicola,
550,452,1,スズメ目,センニュウ科,センニュウ属,(亜種)エゾセンニュウ,,
552,453,,スズメ目,センニュウ科,センニュウ属,シベリアセンニュウ,Locustella certhiola,
552,453,1,スズメ目,センニュウ科,センニュウ属,(亜種)シベリアセンニュウ,,
553,454,,スズメ目,センニュウ科,センニュウ属,シマセンニュウ,Locustella ochotensis,
554,455,,スズメ目,センニュウ科,センニュウ属,ウチヤマセンニュウ,Locustella pleskei,
555,456,,スズメ目,センニュウ科,センニュウ属,マキノセンニュウ,Locustella lanceolata,
541,457,,スズメ目,ヨシキリ科,ヨシキリ属,コヨシキリ,Acrocephalus bistrigiceps,
541,457,1,スズメ目,ヨシキリ科,ヨシキリ属,(亜種)コヨシキリ,,
540,458,,スズメ目,ヨシキリ科,ヨシキリ属,オオヨシキリ,Acrocephalus orientalis,
540,458,1,スズメ目,ヨシキリ科,ヨシキリ属,(亜種)オオヨシキリ,,
545,459,,スズメ目,ヨシキリ科,ハシブトオオヨシキリ属,ハシブトオオヨシキリ,Arundinax aedon,
545,459,1,スズメ目,ヨシキリ科,ハシブトオオヨシキリ属,(亜種)ハシブトオオヨシキリ,,
529,460,,スズメ目,ムシクイ科,ムシクイ属,キタヤナギムシクイ,Phylloscopus trochilus,
529,460,1,スズメ目,ムシクイ科,ムシクイ属,(亜種)キタヤナギムシクイ,,
530,461,,スズメ目,ムシクイ科,ムシクイ属,チフチャフ,Phylloscopus collybita,
530,461,1,スズメ目,ムシクイ科,ムシクイ属,(亜種)チフチャフ,,
519,462,,スズメ目,ムシクイ科,ムシクイ属,モリムシクイ,Phylloscopus sibilatrix,
528,463,,スズメ目,ムシクイ科,ムシクイ属,ムジセッカ,Phylloscopus fuscatus,
528,463,1,スズメ目,ムシクイ科,ムシクイ属,(亜種)ムジセッカ,,
527,464,,スズメ目,ムシクイ科,ムシクイ属,カラフトムジセッカ,Phylloscopus schwarzi,
520,465,,スズメ目,ムシクイ科,ムシクイ属,キマユムシクイ,Phylloscopus inornatus,
520,465,1,スズメ目,ムシクイ科,ムシクイ属,(亜種)キマユムシクイ,,
522,466,,スズメ目,ムシクイ科,ムシクイ属,カラフトムシクイ,Phylloscopus proregulus,
522,466,1,スズメ目,ムシクイ科,ムシクイ属,(亜種)カラフトムシクイ,,
536,467,,スズメ目,ムシクイ科,ムシクイ属,メボソムシクイ類,,
534,468,,スズメ目,ムシクイ科,ムシクイ属,エゾムシクイ,Phylloscopus borealoides,
531,469,,スズメ目,ムシクイ科,ムシクイ属,センダイムシクイ,Phylloscopus coronatus,
532,470,,スズメ目,ムシクイ科,ムシクイ属,イイジマムシクイ,Phylloscopus ijimae,
561,471,,スズメ目,キクイタダキ科,キクイタダキ属,キクイタダキ,Regulus regulus,
561,471,1,スズメ目,キクイタダキ科,キクイタダキ属,(亜種)キクイタダキ,,
556,472,,スズメ目,セッカ科,セッカ属,セッカ,Cisticola juncidis,
556,472,1,スズメ目,セッカ科,セッカ属,(亜種)セッカ,,
618,473,,スズメ目,ヒタキ科,キビタキ属,マダラヒタキ,Ficedula hypoleuca,
618,473,1,スズメ目,ヒタキ科,キビタキ属,(亜種)マダラヒタキ,,
612,474,,スズメ目,ヒタキ科,キビタキ属,マミジロキビタキ,Ficedula zanthopygia,
613,475,,スズメ目,ヒタキ科,キビタキ属,キビタキ,Ficedula narcissina,
613,475,1,スズメ目,ヒタキ科,キビタキ属,(亜種)キビタキ,,
615,476,,スズメ目,ヒタキ科,キビタキ属,ムギマキ,Ficedula mugimaki,
617,477,,スズメ目,ヒタキ科,キビタキ属,オジロビタキ,Ficedula albicilla,
617,477,1,スズメ目,ヒタキ科,キビタキ属,(亜種)オジロビタキ,,
599,478,,スズメ目,ヒタキ科,オオルリ属,オオルリ,Cyanoptila cyanomelana,
599,478,1,スズメ目,ヒタキ科,オオルリ属,(亜種)オオルリ,,
594,479,,スズメ目,ヒタキ科,サメビタキ属,サメビタキ,Muscicapa sibirica,
594,479,1,スズメ目,ヒタキ科,サメビタキ属,(亜種)サメビタキ,,
593,480,,スズメ目,ヒタキ科,サメビタキ属,エゾビタキ,Muscicapa griseisticta,
597,481,,スズメ目,ヒタキ科,サメビタキ属,コサメビタキ,Muscicapa dauurica,
597,481,1,スズメ目,ヒタキ科,サメビタキ属,(亜種)コサメビタキ,,
462,482,,スズメ目,カササギヒタキ科,サンコウチョウ属,サンコウチョウ,Terpsiphone atrocaudata,
462,482,1,スズメ目,カササギヒタキ科,サンコウチョウ属,(亜種)サンコウチョウ,,
462,482,2,スズメ目,カササギヒタキ科,サンコウチョウ属,(亜種)リュウキュウサンコウチョウ,,
517,483,,スズメ目,エナガ科,エナガ属,エナガ,Aegithalos caudatus,
517,483,1,スズメ目,エナガ科,エナガ属,(亜種)シマエナガ,,
517,483,2,スズメ目,エナガ科,エナガ属,(亜種)チョウセンエナガ,,
517,483,3,スズメ目,エナガ科,エナガ属,(亜種)エナガ,,
517,483,4,スズメ目,エナガ科,エナガ属,(亜種)キュウシュウエナガ,,
494,484,,スズメ目,ツリスガラ科,ツリスガラ属,ツリスガラ,Remiz consobrinus,
494,484,1,スズメ目,ツリスガラ科,ツリスガラ属,(亜種)ツリスガラ,,
490,485,,スズメ目,シジュウカラ科,コガラ属,ハシブトガラ,Poecile palustris,
490,485,1,スズメ目,シジュウカラ科,コガラ属,(亜種)ハシブトガラ,,
491,486,,スズメ目,シジュウカラ科,コガラ属,コガラ,Poecile montanus,
491,486,1,スズメ目,シジュウカラ科,コガラ属,(亜種)コガラ,,
491,486,2,スズメ目,シジュウカラ科,コガラ属,(亜種)カラフトコガラ,,
486,487,,スズメ目,シジュウカラ科,ヒガラ属,ヒガラ,Periparus ater,
486,487,1,スズメ目,シジュウカラ科,ヒガラ属,(亜種)ヒガラ,,
488,488,,スズメ目,シジュウカラ科,ヤマガラ属,ヤマガラ,Sittiparus varius,
488,488,1,スズメ目,シジュウカラ科,ヤマガラ属,(亜種)ヤマガラ,,
488,488,2,スズメ目,シジュウカラ科,ヤマガラ属,(亜種)ナミエヤマガラ,,
488,488,3,スズメ目,シジュウカラ科,ヤマガラ属,(亜種)オーストンヤマガラ,,
488,488,4,スズメ目,シジュウカラ科,ヤマガラ属,(亜種)ダイトウヤマガラ,,
488,488,5,スズメ目,シジュウカラ科,ヤマガラ属,(亜種)タネヤマガラ,,
488,488,6,スズメ目,シジュウカラ科,ヤマガラ属,(亜種)ヤクシマヤマガラ,,
488,488,7,スズメ目,シジュウカラ科,ヤマガラ属,(亜種)アマミヤマガラ,,
492,489,,スズメ目,シジュウカラ科,ルリガラ属,ルリガラ,Cyanistes cyanus,
492,489,1,スズメ目,シジュウカラ科,ルリガラ属,(亜種)ルリガラ,,
493,490,,スズメ目,シジュウカラ科,シジュウカラ属,シジュウカラ,Parus cinereus,
493,490,1,スズメ目,シジュウカラ科,シジュウカラ属,(亜種)シジュウカラ,,
493,490,2,スズメ目,シジュウカラ科,シジュウカラ属,(亜種)アマミシジュウカラ,,
493,490,3,スズメ目,シジュウカラ科,シジュウカラ属,(亜種)オキナワシジュウカラ,,
493,490,4,スズメ目,シジュウカラ科,シジュウカラ属,(亜種)イシガキシジュウカラ,,
563,491,,スズメ目,ゴジュウカラ科,ゴジュウカラ属,ゴジュウカラ,Sitta europaea,
563,491,1,スズメ目,ゴジュウカラ科,ゴジュウカラ属,(亜種)シロハラゴジュウカラ,,
563,491,2,スズメ目,ゴジュウカラ科,ゴジュウカラ属,(亜種)ゴジュウカラ,,
563,491,3,スズメ目,ゴジュウカラ科,ゴジュウカラ属,(亜種)キュウシュウゴジュウカラ,,
564,492,,スズメ目,キバシリ科,キバシリ属,キバシリ,Certhia familiaris,
564,492,1,スズメ目,キバシリ科,キバシリ属,(亜種)キタキバシリ,,
564,492,2,スズメ目,キバシリ科,キバシリ属,(亜種)キバシリ,,
560,493,,スズメ目,メジロ科,メジロ属,メジロ,Zosterops japonicus,
560,493,1,スズメ目,メジロ科,メジロ属,(亜種)メジロ,,
560,493,2,スズメ目,メジロ科,メジロ属,(亜種)シチトウメジロ,,
560,493,3,スズメ目,メジロ科,メジロ属,(亜種)イオウジマメジロ,,
560,493,4,スズメ目,メジロ科,メジロ属,(亜種)ダイトウメジロ,,
560,493,5,スズメ目,メジロ科,メジロ属,(亜種)シマメジロ,,
560,493,6,スズメ目,メジロ科,メジロ属,(亜種)リュウキュウメジロ,,
558,494,,スズメ目,メジロ科,メグロ属,メグロ,Apalopteron familiare,
558,494,1,スズメ目,メジロ科,メグロ属,(亜種)ムコジマメグロ,,
558,494,2,スズメ目,メジロ科,メグロ属,(亜種)メグロ,,
681,495,,スズメ目,ホオジロ科,ホオジロ属,キアオジ,Emberiza citrinella,
681,495,1,スズメ目,ホオジロ科,ホオジロ属,(亜種)キアオジ,,
682,496,,スズメ目,ホオジロ科,ホオジロ属,シラガホオジロ,Emberiza leucocephalos,
682,496,1,スズメ目,ホオジロ科,ホオジロ属,(亜種)シラガホオジロ,,
683,497,,スズメ目,ホオジロ科,ホオジロ属,ホオジロ,Emberiza cioides,
683,497,1,スズメ目,ホオジロ科,ホオジロ属,(亜種)ホオジロ,,
685,498,,スズメ目,ホオジロ科,ホオジロ属,ズアオホオジロ,Emberiza hortulana,
702,499,,スズメ目,ホオジロ科,ホオジロ属,コジュリン,Emberiza yessoensis,
702,499,1,スズメ目,ホオジロ科,ホオジロ属,(亜種)コジュリン,,
686,500,,スズメ目,ホオジロ科,ホオジロ属,シロハラホオジロ,Emberiza tristrami,
687,501,,スズメ目,ホオジロ科,ホオジロ属,ホオアカ,Emberiza fucata,
687,501,1,スズメ目,ホオジロ科,ホオジロ属,(亜種)ホオアカ,,
688,502,,スズメ目,ホオジロ科,ホオジロ属,コホオアカ,Emberiza pusilla,
689,503,,スズメ目,ホオジロ科,ホオジロ属,キマユホオジロ,Emberiza chrysophrys,
690,504,,スズメ目,ホオジロ科,ホオジロ属,カシラダカ,Emberiza rustica,
690,504,1,スズメ目,ホオジロ科,ホオジロ属,(亜種)カシラダカ,,
691,505,,スズメ目,ホオジロ科,ホオジロ属,ミヤマホオジロ,Emberiza elegans,
691,505,1,スズメ目,ホオジロ科,ホオジロ属,(亜種)ミヤマホオジロ,,
692,506,,スズメ目,ホオジロ科,ホオジロ属,シマアオジ,Emberiza aureola,
692,506,1,スズメ目,ホオジロ科,ホオジロ属,(亜種)シマアオジ,,
693,507,,スズメ目,ホオジロ科,ホオジロ属,シマノジコ,Emberiza rutila,
694,508,,スズメ目,ホオジロ科,ホオジロ属,ズグロチャキンチョウ,Emberiza melanocephala,
696,509,,スズメ目,ホオジロ科,ホオジロ属,ノジコ,Emberiza sulphurata,
699,510,,スズメ目,ホオジロ科,ホオジロ属,アオジ,Emberiza personata,
699,510,2,スズメ目,ホオジロ科,ホオジロ属,(亜種)アオジ,,
700,511,,スズメ目,ホオジロ科,ホオジロ属,クロジ,Emberiza variabilis,
701,512,,スズメ目,ホオジロ科,ホオジロ属,シベリアジュリン,Emberiza pallasi,
701,512,1,スズメ目,ホオジロ科,ホオジロ属,(亜種)シベリアジュリン,,
701,512,2,スズメ目,ホオジロ科,ホオジロ属,(亜種)オオシベリアジュリン,,
703,513,,スズメ目,ホオジロ科,ホオジロ属,オオジュリン,Emberiza schoeniclus,ハリネズミ科
703,513,1,スズメ目,ホオジロ科,ホオジロ属,(亜種)オオジュリン,,トガリネズミ科
679,514,,スズメ目,ツメナガホオジロ科,ツメナガホオジロ属,ツメナガホオジロ,Calcarius lapponicus,
679,514,1,スズメ目,ツメナガホオジロ科,ツメナガホオジロ属,(亜種)ツメナガホオジロ,,
680,515,,スズメ目,ツメナガホオジロ科,ユキホオジロ属,ユキホオジロ,Plectrophenax nivalis,
680,515,1,スズメ目,ツメナガホオジロ科,ユキホオジロ属,(亜種)ユキホオジロ,,
680,515,2,スズメ目,ツメナガホオジロ科,ユキホオジロ属,(亜種)オオユキホオジロ,,
704,516,,スズメ目,ゴマフスズメ科,ゴマフスズメ属,ゴマフスズメ,Passerella iliaca,
704,516,1,スズメ目,ゴマフスズメ科,ゴマフスズメ属,(亜種)ゴマフスズメ,,
705,517,,スズメ目,ゴマフスズメ科,ミヤマシトド属,ミヤマシトド,Zonotrichia leucophrys,
705,517,1,スズメ目,ゴマフスズメ科,ミヤマシトド属,(亜種)ミヤマシトド,,
706,518,,スズメ目,ゴマフスズメ科,ミヤマシトド属,キガシラシトド,Zonotrichia atricapilla,
660,519,,スズメ目,アトリ科,アトリ属,ズアオアトリ,Fringilla coelebs,
660,519,1,スズメ目,アトリ科,アトリ属,(亜種)ズアオアトリ,,
661,520,,スズメ目,アトリ科,アトリ属,アトリ,Fringilla montifringilla,
672,521,,スズメ目,アトリ科,カワラヒワ属,カワラヒワ,Chloris sinica,
672,521,1,スズメ目,アトリ科,カワラヒワ属,(亜種)オオカワラヒワ,,
672,521,2,スズメ目,アトリ科,カワラヒワ属,(亜種)カワラヒワ,,
677,522,,スズメ目,アトリ科,マヒワ属,マヒワ,Spinus spinus,
674,523,,スズメ目,アトリ科,ベニヒワ属,ベニヒワ,Acanthis flammea,
674,523,1,スズメ目,アトリ科,ベニヒワ属,(亜種)ベニヒワ,,
674,523,2,スズメ目,アトリ科,ベニヒワ属,(亜種)コベニヒワ,,
667,525,,スズメ目,アトリ科,ハギマシコ属,ハギマシコ,Leucosticte arctoa,
667,525,1,スズメ目,アトリ科,ハギマシコ属,(亜種)ハギマシコ,,
668,526,,スズメ目,アトリ科,オオマシコ属,アカマシコ,Carpodacus erythrinus,
668,526,1,スズメ目,アトリ科,オオマシコ属,(亜種)アカマシコ,,
671,527,,スズメ目,アトリ科,オオマシコ属,オオマシコ,Carpodacus roseus,モグラ科
665,528,,スズメ目,アトリ科,ギンザンマシコ属,ギンザンマシコ,Pinicola enucleator,
665,528,1,スズメ目,アトリ科,ギンザンマシコ属,(亜種)コバシギンザンマシコ,,
665,528,2,スズメ目,アトリ科,ギンザンマシコ属,(亜種)ギンザンマシコ,,
675,529,,スズメ目,アトリ科,イスカ属,イスカ,Loxia curvirostra,
675,529,1,スズメ目,アトリ科,イスカ属,(亜種)イスカ,,
676,530,,スズメ目,アトリ科,イスカ属,ナキイスカ,Loxia leucoptera,
676,530,1,スズメ目,アトリ科,イスカ属,(亜種)ナキイスカ,,
670,531,,スズメ目,アトリ科,オオマシコ属,ベニマシコ,Carpodacus sibiricus,
670,531,1,スズメ目,アトリ科,オオマシコ属,(亜種)ベニマシコ,,
669,532,,スズメ目,アトリ科,オオマシコ属,オガサワラマシコ,Carpodacus ferreorostris,
666,533,,スズメ目,アトリ科,ウソ属,ウソ,Pyrrhula pyrrhula,
666,533,1,スズメ目,アトリ科,ウソ属,(亜種)ベニバラウソ,,
666,533,2,スズメ目,アトリ科,ウソ属,(亜種)アカウソ,,
666,533,3,スズメ目,アトリ科,ウソ属,(亜種)ウソ,,
663,534,,スズメ目,アトリ科,イカル属,コイカル,Eophona migratoria,
663,534,1,スズメ目,アトリ科,イカル属,(亜種)コイカル,,
664,535,,スズメ目,アトリ科,イカル属,イカル,Eophona personata,
664,535,1,スズメ目,アトリ科,イカル属,(亜種)イカル,,
662,536,,スズメ目,アトリ科,シメ属,シメ,Coccothraustes coccothraustes,
662,536,1,スズメ目,アトリ科,シメ属,(亜種)シメ,,
662,536,2,スズメ目,アトリ科,シメ属,(亜種)シベリアシメ,,オオコウモリ科
639,537,,スズメ目,スズメ科,スズメ属,イエスズメ,Passer domesticus,
639,537,1,スズメ目,スズメ科,スズメ属,(亜種)イエスズメ,,
637,538,,スズメ目,スズメ科,スズメ属,ニュウナイスズメ,Passer cinnamomeus,
637,538,1,スズメ目,スズメ科,スズメ属,(亜種)ニュウナイスズメ,,
638,539,,スズメ目,スズメ科,スズメ属,スズメ,Passer montanus,
638,539,1,スズメ目,スズメ科,スズメ属,(亜種)スズメ,,
565,540,,スズメ目,ムクドリ科,ムクドリ属,ギンムクドリ,Spodiopsar sericeus,キクガシラコウモリ科
567,541,,スズメ目,ムクドリ科,コムクドリ属,シベリアムクドリ,Agropsar sturninus,
568,542,,スズメ目,ムクドリ科,コムクドリ属,コムクドリ,Agropsar philippensis,
570,543,,スズメ目,ムクドリ科,カラムクドリ属,カラムクドリ,Sturnia sinensis,
572,544,,スズメ目,ムクドリ科,ホシムクドリ属,ホシムクドリ,Sturnus vulgaris,
572,544,1,スズメ目,ムクドリ科,ホシムクドリ属,(亜種)ホシムクドリ,,
566,545,,スズメ目,ムクドリ科,ムクドリ属,ムクドリ,Spodiopsar cineraceus,
457,546,,スズメ目,コウライウグイス科,コウライウグイス属,コウライウグイス,Oriolus chinensis,
457,546,1,スズメ目,コウライウグイス科,コウライウグイス属,(亜種)コウライウグイス,,
453,547,,スズメ目,モリツバメ科,モリツバメ属,モリツバメ,Artamus leucorynchus,
